institucion,tasa_de_interes_bruta_en_porcentaje_anual,rango_de_plazo_plazo_minimo,rango_de_plazo_plazo_maximo,tipo_de_instrumento,rango_de_inversion_monto_minimo,rango_de_inversion_monto_maximo,tipo_de_tasa,fecha_de_la_informacion
Banco Monex,6.0100,1,6,DEPOSITO A PLAZO,150000,499999,Fija,11/05/2018
Banco Monex,5.9800,181,360,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Banco Monex,5.7900,28,90,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Banco Monex,3.3900,7,27,DEPOSITO A PLAZO,100000,149999,Fija,11/05/2018
Banco Monex,3.2700,7,27,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Banco Monex,3.2100,1,6,DEPOSITO A PLAZO,100000,149999,Fija,11/05/2018
Banco Monex,3.0900,1,6,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Banco Multiva,7.2900,360,360,PAGARÉ,500000,999999999,Fija,11/05/2018
Banco Multiva,7.0600,182,182,PAGARÉ,500000,999999999,Fija,11/05/2018
Banco Multiva,7.0600,181,360,DEPOSITO A PLAZO,500000,999999999,Fija,11/05/2018
Banco Multiva,6.9900,360,360,PAGARÉ,250000,499999,Fija,11/05/2018
Banco Multiva,6.9875,181,360,DEPOSITO A PLAZO,500000,999999,Ajustable: TIIE 28 DIAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 0.8500,11/05/2018
Banco Multiva,6.9600,91,180,DEPOSITO A PLAZO,500000,999999999,Fija,11/05/2018
Banco Multiva,6.8875,91,180,DEPOSITO A PLAZO,500000,999999,Ajustable: TIIE 28 DIAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 0.9500,11/05/2018
Banco Multiva,6.7700,181,360,DEPOSITO A PLAZO,250000,499999,Fija,11/05/2018
Banco Multiva,6.6975,181,360,DEPOSITO A PLAZO,250000,499999,Ajustable: TIIE 28 DIAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 1.1400,11/05/2018
Banco Multiva,6.6000,182,182,PAGARÉ,250000,499999,Fija,11/05/2018
Banco Multiva,6.5300,91,91,PAGARÉ,500000,999999999,Fija,11/05/2018
Banco Multiva,6.5100,91,180,DEPOSITO A PLAZO,250000,499999,Fija,11/05/2018
Banco Multiva,6.4900,1,90,DEPOSITO A PLAZO,500000,999999999,Fija,11/05/2018
Banco Multiva,6.4575,1,90,DEPOSITO A PLAZO,500000,999999,Ajustable: TIIE 28 DIAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 1.3800,11/05/2018
Banco Multiva,6.4375,91,180,DEPOSITO A PLAZO,250000,499999,Ajustable: TIIE 28 DIAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 1.4000,11/05/2018
Banco Multiva,6.1400,28,28,PAGARÉ,500000,999999999,Fija,11/05/2018
Banco Multiva,6.1400,91,91,PAGARÉ,250000,499999,Fija,11/05/2018
Banco Multiva,6.1100,1,90,DEPOSITO A PLAZO,250000,499999,Fija,11/05/2018
Banco Multiva,6.0775,1,90,DEPOSITO A PLAZO,250000,499999,Ajustable: TIIE 28 DIAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 1.7600,11/05/2018
Banco Multiva,6.0700,360,360,PAGARÉ,10000,249999,Fija,11/05/2018
Banco Multiva,5.9100,14,14,PAGARÉ,500000,999999999,Fija,11/05/2018
Banco Multiva,5.9000,181,360,DEPOSITO A PLAZO,10000,249999,Fija,11/05/2018
Banco Multiva,5.8275,181,360,DEPOSITO A PLAZO,10000,249999,Ajustable: TIIE 28 DIAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 2.0100,11/05/2018
Banco Multiva,5.7600,182,182,PAGARÉ,10000,249999,Fija,11/05/2018
Banco Multiva,5.6900,91,180,DEPOSITO A PLAZO,10000,249999,Fija,11/05/2018
Banco Multiva,5.6800,28,28,PAGARÉ,250000,499999,Fija,11/05/2018
Banco Multiva,5.4500,91,91,PAGARÉ,10000,249999,Fija,11/05/2018
Banco Multiva,5.4475,91,180,DEPOSITO A PLAZO,10000,249999,Ajustable: TIIE 28 DIAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 2.3900,11/05/2018
Banco Multiva,5.4300,1,90,DEPOSITO A PLAZO,10000,249999,Fija,11/05/2018
Banco Multiva,5.3975,1,90,DEPOSITO A PLAZO,10000,249999,Ajustable: TIIE 28 DIAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 2.4400,11/05/2018
Banco Multiva,5.3000,14,14,PAGARÉ,250000,499999,Fija,11/05/2018
Banco Multiva,5.3000,28,28,PAGARÉ,10000,249999,Fija,11/05/2018
Banco Multiva,5.2200,7,7,PAGARÉ,500000,999999999,Fija,11/05/2018
Banco Multiva,4.9900,1,1,PAGARÉ,500000,999999999,Fija,11/05/2018
Banco Multiva,4.6100,7,7,PAGARÉ,250000,499999,Fija,11/05/2018
Banco Multiva,4.4500,1,1,PAGARÉ,250000,499999,Fija,11/05/2018
Banco Multiva,4.4500,14,14,PAGARÉ,10000,249999,Fija,11/05/2018
Banco Multiva,4.3000,7,7,PAGARÉ,10000,249999,Fija,11/05/2018
Banco Multiva,4.1700,1,1,PAGARÉ,10000,249999,Fija,11/05/2018
Bancrea,7.0800,540,999,DEPOSITO A PLAZO,10000000,999999999,Fija,11/05/2018
Bancrea,6.9600,360,539,DEPOSITO A PLAZO,10000000,999999999,Fija,11/05/2018
Bancrea,6.9000,270,359,DEPOSITO A PLAZO,10000000,999999999,Fija,11/05/2018
Bancrea,6.9000,540,999,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Bancrea,6.7800,180,269,DEPOSITO A PLAZO,10000000,999999999,Fija,11/05/2018
Bancrea,6.7800,360,539,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Bancrea,6.7200,150,179,DEPOSITO A PLAZO,10000000,999999999,Fija,11/05/2018
Bancrea,6.7200,270,359,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Bancrea,6.7200,120,540,PAGARÉ,10000000,999999999,Fija,11/05/2018
Bancrea,6.7200,540,999,DEPOSITO A PLAZO,2500000,4999999,Fija,11/05/2018
Bancrea,6.6000,91,119,PAGARÉ,10000000,999999999,Fija,11/05/2018
Bancrea,6.6000,120,149,DEPOSITO A PLAZO,10000000,999999999,Fija,11/05/2018
Bancrea,6.6000,180,269,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Bancrea,6.6000,360,539,DEPOSITO A PLAZO,2500000,4999999,Fija,11/05/2018
Bancrea,6.5400,150,179,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Bancrea,6.5400,270,359,DEPOSITO A PLAZO,2500000,4999999,Fija,11/05/2018
Bancrea,6.5400,120,540,PAGARÉ,5000000,9999999,Fija,11/05/2018
Bancrea,6.5400,540,999,DEPOSITO A PLAZO,1000000,2499999,Fija,11/05/2018
Bancrea,6.4200,91,119,PAGARÉ,5000000,9999999,Fija,11/05/2018
Bancrea,6.4200,120,149,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Bancrea,6.4200,180,269,DEPOSITO A PLAZO,2500000,4999999,Fija,11/05/2018
Bancrea,6.4200,360,539,DEPOSITO A PLAZO,1000000,2499999,Fija,11/05/2018
Bancrea,6.3600,150,179,DEPOSITO A PLAZO,2500000,4999999,Fija,11/05/2018
Bancrea,6.3600,270,359,DEPOSITO A PLAZO,1000000,2499999,Fija,11/05/2018
Bancrea,6.3600,120,540,PAGARÉ,2500000,4999999,Fija,11/05/2018
Bancrea,6.2400,91,119,PAGARÉ,2500000,4999999,Fija,11/05/2018
Bancrea,6.2400,120,149,DEPOSITO A PLAZO,2500000,4999999,Fija,11/05/2018
Bancrea,6.2400,180,269,DEPOSITO A PLAZO,1000000,2499999,Fija,11/05/2018
Bancrea,6.1800,60,90,PAGARÉ,10000000,999999999,Fija,11/05/2018
Bancrea,6.1800,60,119,DEPOSITO A PLAZO,10000000,999999999,Fija,11/05/2018
Bancrea,6.1800,150,179,DEPOSITO A PLAZO,1000000,2499999,Fija,11/05/2018
Bancrea,6.1800,120,540,PAGARÉ,1000000,2499999,Fija,11/05/2018
Bancrea,6.0600,28,59,PAGARÉ,10000000,999999999,Fija,11/05/2018
Bancrea,6.0600,60,90,PAGARÉ,5000000,9999999,Fija,11/05/2018
Bancrea,6.0600,60,119,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Bancrea,6.0600,91,119,PAGARÉ,1000000,2499999,Fija,11/05/2018
Bancrea,6.0600,120,149,DEPOSITO A PLAZO,1000000,2499999,Fija,11/05/2018
Bancrea,6.0000,540,999,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Bancrea,5.9400,28,59,PAGARÉ,5000000,9999999,Fija,11/05/2018
Bancrea,5.9400,60,90,PAGARÉ,2500000,4999999,Fija,11/05/2018
Bancrea,5.9400,60,119,DEPOSITO A PLAZO,2500000,4999999,Fija,11/05/2018
Bancrea,5.9400,360,539,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Bancrea,5.8800,270,359,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Bancrea,5.8200,28,59,PAGARÉ,2500000,4999999,Fija,11/05/2018
Bancrea,5.8200,60,90,PAGARÉ,1000000,2499999,Fija,11/05/2018
Bancrea,5.8200,60,119,DEPOSITO A PLAZO,1000000,2499999,Fija,11/05/2018
Bancrea,5.8200,180,269,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Bancrea,5.7600,150,179,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Bancrea,5.7600,120,540,PAGARÉ,500000,999999,Fija,11/05/2018
Bancrea,5.7000,28,59,PAGARÉ,1000000,2499999,Fija,11/05/2018
Bancrea,5.7000,540,999,DEPOSITO A PLAZO,200000,499999,Fija,11/05/2018
Bancrea,5.6400,360,539,DEPOSITO A PLAZO,200000,499999,Fija,11/05/2018
Bancrea,5.5800,270,359,DEPOSITO A PLAZO,200000,499999,Fija,11/05/2018
Bancrea,5.5200,180,269,DEPOSITO A PLAZO,200000,499999,Fija,11/05/2018
Bancrea,5.4600,91,119,PAGARÉ,500000,999999,Fija,11/05/2018
Bancrea,5.4600,120,149,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Bancrea,5.4600,150,179,DEPOSITO A PLAZO,200000,499999,Fija,11/05/2018
Bancrea,5.4600,120,540,PAGARÉ,200000,499999,Fija,11/05/2018
Bancrea,5.4000,91,119,PAGARÉ,200000,499999,Fija,11/05/2018
Bancrea,5.4000,120,149,DEPOSITO A PLAZO,200000,499999,Fija,11/05/2018
Bancrea,5.4000,540,999,DEPOSITO A PLAZO,100000,199999,Fija,11/05/2018
Bancrea,5.3400,60,90,PAGARÉ,500000,999999,Fija,11/05/2018
Bancrea,5.3400,60,119,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Bancrea,5.3400,360,539,DEPOSITO A PLAZO,100000,199999,Fija,11/05/2018
Bancrea,5.2800,270,359,DEPOSITO A PLAZO,100000,199999,Fija,11/05/2018
Bancrea,5.2200,14,27,PAGARÉ,10000000,999999999,Fija,11/05/2018
Bancrea,5.2200,180,269,DEPOSITO A PLAZO,100000,199999,Fija,11/05/2018
Bancrea,5.2200,540,999,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Bancrea,5.1600,7,13,PAGARÉ,10000000,999999999,Fija,11/05/2018
Bancrea,5.1600,14,27,PAGARÉ,5000000,9999999,Fija,11/05/2018
Bancrea,5.1600,120,149,PAGARÉ,100000,199999,Fija,11/05/2018
Bancrea,5.1600,150,179,DEPOSITO A PLAZO,100000,199999,Fija,11/05/2018
Bancrea,5.1000,14,27,PAGARÉ,2500000,4999999,Fija,11/05/2018
Bancrea,5.1000,28,59,PAGARÉ,500000,999999,Fija,11/05/2018
Bancrea,5.1000,60,90,PAGARÉ,200000,499999,Fija,11/05/2018
Bancrea,5.1000,60,119,DEPOSITO A PLAZO,200000,499999,Fija,11/05/2018
Bancrea,5.1000,91,119,PAGARÉ,100000,199999,Fija,11/05/2018
Bancrea,5.1000,120,149,DEPOSITO A PLAZO,100000,199999,Fija,11/05/2018
Bancrea,5.0400,7,13,PAGARÉ,5000000,9999999,Fija,11/05/2018
Bancrea,5.0400,360,539,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Bancrea,4.9800,7,13,PAGARÉ,2500000,4999999,Fija,11/05/2018
Bancrea,4.8600,270,359,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Bancrea,4.8000,14,27,PAGARÉ,1000000,2499999,Fija,11/05/2018
Bancrea,4.8000,28,59,PAGARÉ,200000,499999,Fija,11/05/2018
Bancrea,4.6800,7,13,PAGARÉ,1000000,2499999,Fija,11/05/2018
Bancrea,4.6800,180,269,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Bancrea,4.6300,1,6,PAGARÉ,10000000,999999999,Fija,11/05/2018
Bancrea,4.6200,540,999,DEPOSITO A PLAZO,25000,49999,Fija,11/05/2018
Bancrea,4.5600,14,27,PAGARÉ,500000,999999,Fija,11/05/2018
Bancrea,4.5300,1,6,PAGARÉ,5000000,9999999,Fija,11/05/2018
Bancrea,4.5000,60,90,PAGARÉ,100000,199999,Fija,11/05/2018
Bancrea,4.5000,60,119,DEPOSITO A PLAZO,100000,199999,Fija,11/05/2018
Bancrea,4.5000,120,149,PAGARÉ,50000,99999,Fija,11/05/2018
Bancrea,4.5000,150,179,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Bancrea,4.4700,1,6,PAGARÉ,2500000,4999999,Fija,11/05/2018
Bancrea,4.4400,7,13,PAGARÉ,500000,999999,Fija,11/05/2018
Bancrea,4.4400,14,27,PAGARÉ,200000,499999,Fija,11/05/2018
Bancrea,4.4400,360,539,DEPOSITO A PLAZO,25000,49999,Fija,11/05/2018
Bancrea,4.3200,7,13,PAGARÉ,200000,499999,Fija,11/05/2018
Bancrea,4.3200,91,119,PAGARÉ,50000,99999,Fija,11/05/2018
Bancrea,4.3200,120,149,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Bancrea,4.2600,270,359,DEPOSITO A PLAZO,25000,49999,Fija,11/05/2018
Bancrea,4.2000,28,59,PAGARÉ,100000,199999,Fija,11/05/2018
Bancrea,4.2000,540,999,DEPOSITO A PLAZO,5000,24999,Fija,11/05/2018
Bancrea,4.1700,1,6,PAGARÉ,1000000,2499999,Fija,11/05/2018
Bancrea,4.0800,60,90,PAGARÉ,50000,99999,Fija,11/05/2018
Bancrea,4.0800,60,119,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Bancrea,4.0800,180,269,DEPOSITO A PLAZO,25000,49999,Fija,11/05/2018
Bancrea,4.0200,360,539,DEPOSITO A PLAZO,5000,24999,Fija,11/05/2018
Bancrea,3.9300,1,6,PAGARÉ,500000,999999,Fija,11/05/2018
Bancrea,3.9000,28,59,PAGARÉ,50000,99999,Fija,11/05/2018
Bancrea,3.9000,120,149,PAGARÉ,25000,49999,Fija,11/05/2018
Bancrea,3.9000,150,179,DEPOSITO A PLAZO,25000,49999,Fija,11/05/2018
Bancrea,3.8400,14,27,PAGARÉ,100000,199999,Fija,11/05/2018
Bancrea,3.8400,270,359,DEPOSITO A PLAZO,5000,24999,Fija,11/05/2018
Bancrea,3.8000,1,6,PAGARÉ,200000,499999,Fija,11/05/2018
Bancrea,3.7200,7,13,PAGARÉ,100000,199999,Fija,11/05/2018
Bancrea,3.6600,180,269,DEPOSITO A PLAZO,5000,24999,Fija,11/05/2018
Bancrea,3.6000,14,27,PAGARÉ,50000,99999,Fija,11/05/2018
Bancrea,3.6000,91,119,PAGARÉ,25000,49999,Fija,11/05/2018
Bancrea,3.6000,120,149,DEPOSITO A PLAZO,25000,49999,Fija,11/05/2018
Bancrea,3.4800,120,149,PAGARÉ,5000,24999,Fija,11/05/2018
Bancrea,3.4800,150,179,DEPOSITO A PLAZO,5000,24999,Fija,11/05/2018
Bancrea,3.3000,7,13,PAGARÉ,50000,99999,Fija,11/05/2018
Bancrea,3.3000,60,90,PAGARÉ,25000,49999,Fija,11/05/2018
Bancrea,3.3000,60,119,DEPOSITO A PLAZO,25000,49999,Fija,11/05/2018
Bancrea,3.3000,91,119,PAGARÉ,5000,24999,Fija,11/05/2018
Bancrea,3.3000,120,149,DEPOSITO A PLAZO,5000,24999,Fija,11/05/2018
Bancrea,3.2100,1,6,PAGARÉ,100000,199999,Fija,11/05/2018
Bancrea,3.0600,28,59,PAGARÉ,25000,49999,Fija,11/05/2018
Bancrea,3.0000,1,6,PAGARÉ,50000,99999,Fija,11/05/2018
Bancrea,3.0000,60,90,PAGARÉ,5000,24999,Fija,11/05/2018
Bancrea,3.0000,60,119,DEPOSITO A PLAZO,5000,24999,Fija,11/05/2018
Bancrea,2.8800,14,27,PAGARÉ,25000,49999,Fija,11/05/2018
Bancrea,2.7600,28,59,PAGARÉ,5000,24999,Fija,11/05/2018
Bancrea,2.7000,7,13,PAGARÉ,25000,49999,Fija,11/05/2018
Bancrea,2.5800,14,27,PAGARÉ,5000,24999,Fija,11/05/2018
Bancrea,2.4000,1,6,PAGARÉ,25000,49999,Fija,11/05/2018
Bancrea,2.4000,7,13,PAGARÉ,5000,24999,Fija,11/05/2018
Bancrea,2.1000,1,6,PAGARÉ,5000,24999,Fija,11/05/2018
Banjército,4.4900,182,182,PAGARÉ,1000000,999999999,Fija,11/05/2018
Banjército,4.4800,364,364,PAGARÉ,1000000,999999999,Fija,11/05/2018
Banjército,4.3900,91,91,PAGARÉ,1000000,999999999,Fija,11/05/2018
Banjército,4.3300,182,182,PAGARÉ,500000,999999,Fija,11/05/2018
Banjército,4.3100,364,364,PAGARÉ,500000,999999,Fija,11/05/2018
Banjército,4.2400,28,28,PAGARÉ,1000000,999999999,Fija,11/05/2018
Banjército,4.2100,91,91,PAGARÉ,500000,999999,Fija,11/05/2018
Banjército,4.1400,182,182,PAGARÉ,250000,499999,Fija,11/05/2018
Banjército,4.1400,364,364,PAGARÉ,250000,499999,Fija,11/05/2018
Banjército,4.0400,91,91,PAGARÉ,250000,499999,Fija,11/05/2018
Banjército,3.9700,182,182,PAGARÉ,100000,249999,Fija,11/05/2018
Banjército,3.9600,364,364,PAGARÉ,100000,249999,Fija,11/05/2018
Banjército,3.8600,91,91,PAGARÉ,100000,249999,Fija,11/05/2018
Banjército,3.8400,28,28,PAGARÉ,500000,999999,Fija,11/05/2018
Banjército,3.7800,182,182,PAGARÉ,50000,99999,Fija,11/05/2018
Banjército,3.7700,364,364,PAGARÉ,50000,99999,Fija,11/05/2018
Banjército,3.7000,91,91,PAGARÉ,50000,99999,Fija,11/05/2018
Banjército,3.6100,182,182,PAGARÉ,25000,49999,Fija,11/05/2018
Banjército,3.6000,364,364,PAGARÉ,25000,49999,Fija,11/05/2018
Banjército,3.5700,28,28,PAGARÉ,250000,499999,Fija,11/05/2018
Banjército,3.5300,91,91,PAGARÉ,25000,49999,Fija,11/05/2018
Banjército,3.4200,182,182,PAGARÉ,15000,24999,Fija,11/05/2018
Banjército,3.4200,364,364,PAGARÉ,15000,24999,Fija,11/05/2018
Banjército,3.4000,28,28,PAGARÉ,100000,249999,Fija,11/05/2018
Banjército,3.3500,91,91,PAGARÉ,15000,24999,Fija,11/05/2018
Banjército,3.2600,182,182,PAGARÉ,10000,14999,Fija,11/05/2018
Banjército,3.2500,364,364,PAGARÉ,10000,14999,Fija,11/05/2018
Banjército,3.1800,91,91,PAGARÉ,10000,14999,Fija,11/05/2018
Banjército,3.1100,28,28,PAGARÉ,50000,99999,Fija,11/05/2018
Banjército,3.0800,182,182,PAGARÉ,5000,9999,Fija,11/05/2018
Banjército,3.0700,364,364,PAGARÉ,5000,9999,Fija,11/05/2018
Banjército,3.0100,28,28,PAGARÉ,25000,49999,Fija,11/05/2018
Banjército,3.0100,91,91,PAGARÉ,5000,9999,Fija,11/05/2018
Banjército,2.9000,182,182,PAGARÉ,2500,4999,Fija,11/05/2018
Banjército,2.9000,364,364,PAGARÉ,2500,4999,Fija,11/05/2018
Banjército,2.8700,28,28,PAGARÉ,15000,24999,Fija,11/05/2018
Banjército,2.8300,91,91,PAGARÉ,2500,4999,Fija,11/05/2018
Banjército,2.7400,7,7,PAGARÉ,1000000,999999999,Fija,11/05/2018
Banjército,2.7200,182,182,PAGARÉ,500,2499,Fija,11/05/2018
Banjército,2.7200,364,364,PAGARÉ,500,2499,Fija,11/05/2018
Banjército,2.7000,28,28,PAGARÉ,10000,14999,Fija,11/05/2018
Banjército,2.6800,91,91,PAGARÉ,500,2499,Fija,11/05/2018
Banjército,2.5700,28,28,PAGARÉ,5000,9999,Fija,11/05/2018
Banjército,2.4100,28,28,PAGARÉ,2500,4999,Fija,11/05/2018
Banjército,2.4000,7,7,PAGARÉ,500000,999999,Fija,11/05/2018
Banjército,2.3000,28,28,PAGARÉ,500,2499,Fija,11/05/2018
Banjército,2.2600,7,7,PAGARÉ,250000,499999,Fija,11/05/2018
Banjército,2.1500,7,7,PAGARÉ,100000,249999,Fija,11/05/2018
Banjército,1.9800,7,7,PAGARÉ,50000,99999,Fija,11/05/2018
Banjército,1.8700,7,7,PAGARÉ,25000,49999,Fija,11/05/2018
Banjército,1.7900,7,7,PAGARÉ,15000,24999,Fija,11/05/2018
Banjército,1.7200,7,7,PAGARÉ,10000,14999,Fija,11/05/2018
Banjército,1.6800,7,7,PAGARÉ,5000,9999,Fija,11/05/2018
Banjército,1.6000,7,7,PAGARÉ,2500,4999,Fija,11/05/2018
Banjército,1.5100,7,7,PAGARÉ,500,2499,Fija,11/05/2018
Bank of China,6.4512,91,91,DEPOSITO A PLAZO,10,999999999,Ajustable: CETES 91 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MAS 1.2288,11/05/2018
Bank of China,6.2648,63,63,DEPOSITO A PLAZO,10,999999999,Ajustable: CETES 91 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MAS 1.3752,11/05/2018
Bank of China,5.7214,28,28,DEPOSITO A PLAZO,10,999999999,Ajustable: TIIE 28 DIAS (VIGENTE EN LA FECHA DE REVISIÓN) MAS 2.1161,11/05/2018
Bank of China,5.3295,1,14,DEPOSITO A PLAZO,10,999999999,Ajustable: TIIE 28 DIAS (VIGENTE EN LA FECHA DE REVISIÓN) MAS 2.5080,11/05/2018
Bankaool,7.0000,360,360,PAGARÉ,500000,999999999,Fija,11/05/2018
Bankaool,6.9500,360,360,PAGARÉ,100000,499999,Fija,11/05/2018
Bankaool,6.9000,360,360,PAGARÉ,50000,99999,Fija,11/05/2018
Bankaool,6.8500,180,180,PAGARÉ,500000,999999999,Fija,11/05/2018
Bankaool,6.8500,360,360,DEPOSITO A PLAZO,500000,999999999,Fija,11/05/2018
Bankaool,6.8000,180,180,PAGARÉ,100000,499999,Fija,11/05/2018
Bankaool,6.8000,360,360,DEPOSITO A PLAZO,100000,499999,Fija,11/05/2018
Bankaool,6.7500,180,180,PAGARÉ,50000,99999,Fija,11/05/2018
Bankaool,6.7500,360,360,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Bankaool,6.7000,180,180,DEPOSITO A PLAZO,500000,999999999,Fija,11/05/2018
Bankaool,6.6500,180,180,DEPOSITO A PLAZO,100000,499999,Fija,11/05/2018
Bankaool,6.6000,180,180,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Bankaool,6.6000,360,360,PAGARÉ,1000,49999,Fija,11/05/2018
Bankaool,6.4500,90,90,PAGARÉ,500000,999999999,Fija,11/05/2018
Bankaool,6.4500,180,180,PAGARÉ,1000,49999,Fija,11/05/2018
Bankaool,6.4500,360,360,DEPOSITO A PLAZO,10000,49999,Fija,11/05/2018
Bankaool,6.4000,90,90,PAGARÉ,100000,499999,Fija,11/05/2018
Bankaool,6.3500,90,90,PAGARÉ,50000,99999,Fija,11/05/2018
Bankaool,6.3000,90,90,DEPOSITO A PLAZO,500000,999999999,Fija,11/05/2018
Bankaool,6.3000,180,180,DEPOSITO A PLAZO,10000,49999,Fija,11/05/2018
Bankaool,6.2500,90,90,DEPOSITO A PLAZO,100000,499999,Fija,11/05/2018
Bankaool,6.2000,90,90,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Bankaool,6.0500,60,60,PAGARÉ,500000,999999999,Fija,11/05/2018
Bankaool,6.0500,90,90,PAGARÉ,1000,49999,Fija,11/05/2018
Bankaool,6.0000,60,60,PAGARÉ,100000,499999,Fija,11/05/2018
Bankaool,5.9500,28,28,PAGARÉ,500000,999999999,Fija,11/05/2018
Bankaool,5.9500,60,60,PAGARÉ,50000,99999,Fija,11/05/2018
Bankaool,5.9000,28,28,PAGARÉ,100000,499999,Fija,11/05/2018
Bankaool,5.9000,60,60,DEPOSITO A PLAZO,500000,999999999,Fija,11/05/2018
Bankaool,5.9000,90,90,DEPOSITO A PLAZO,10000,49999,Fija,11/05/2018
Bankaool,5.8500,28,28,PAGARÉ,50000,99999,Fija,11/05/2018
Bankaool,5.8500,60,60,DEPOSITO A PLAZO,100000,499999,Fija,11/05/2018
Bankaool,5.8000,60,60,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Bankaool,5.6500,60,60,PAGARÉ,1000,49999,Fija,11/05/2018
Bankaool,5.5500,28,28,PAGARÉ,1000,49999,Fija,11/05/2018
Bankaool,5.5000,21,21,PAGARÉ,500000,999999999,Fija,11/05/2018
Bankaool,5.5000,60,60,DEPOSITO A PLAZO,10000,49999,Fija,11/05/2018
Bankaool,5.2500,21,21,PAGARÉ,100000,499999,Fija,11/05/2018
Bankaool,5.0000,21,21,PAGARÉ,50000,99999,Fija,11/05/2018
Bankaool,4.8500,14,14,PAGARÉ,500000,999999999,Fija,11/05/2018
Bankaool,4.7500,21,21,PAGARÉ,1000,49999,Fija,11/05/2018
Bankaool,4.6000,14,14,PAGARÉ,100000,499999,Fija,11/05/2018
Bankaool,4.5000,14,14,PAGARÉ,50000,99999,Fija,11/05/2018
Bankaool,4.4000,14,14,PAGARÉ,1000,49999,Fija,11/05/2018
Bankaool,4.3500,2,7,PAGARÉ,500000,999999999,Fija,11/05/2018
Bankaool,4.3000,2,7,PAGARÉ,100000,499999,Fija,11/05/2018
Bankaool,4.2500,2,7,PAGARÉ,50000,99999,Fija,11/05/2018
Bankaool,4.2000,2,7,PAGARÉ,1000,49999,Fija,11/05/2018
Banorte,4.9344,336,336,PAGARÉ,1000000,2999999,Fija,11/05/2018
Banorte,4.9344,336,336,PAGARÉ,3000000,999999999,Fija,11/05/2018
Banorte,4.8112,180,180,PAGARÉ,1000000,2999999,Fija,11/05/2018
Banorte,4.8112,180,180,PAGARÉ,3000000,999999999,Fija,11/05/2018
Banorte,4.5489,336,336,PAGARÉ,500000,999999,Fija,11/05/2018
Banorte,4.4232,180,180,PAGARÉ,500000,999999,Fija,11/05/2018
Banorte,4.3288,89,91,PAGARÉ,1000000,2999999,Fija,11/05/2018
Banorte,4.3288,89,91,PAGARÉ,3000000,999999999,Fija,11/05/2018
Banorte,4.3176,336,336,PAGARÉ,250000,499999,Fija,11/05/2018
Banorte,4.1904,180,180,PAGARÉ,250000,499999,Fija,11/05/2018
Banorte,3.9423,89,91,PAGARÉ,500000,999999,Fija,11/05/2018
Banorte,3.8550,336,336,PAGARÉ,150000,249999,Fija,11/05/2018
Banorte,3.8024,180,180,PAGARÉ,150000,249999,Fija,11/05/2018
Banorte,3.7104,89,91,PAGARÉ,250000,499999,Fija,11/05/2018
Banorte,3.6237,336,336,PAGARÉ,50000,99999,Fija,11/05/2018
Banorte,3.6237,336,336,PAGARÉ,100000,149999,Fija,11/05/2018
