institucion,tasa_de_interes_bruta_en_porcentaje_anual,rango_de_plazo_plazo_minimo,rango_de_plazo_plazo_maximo,tipo_de_instrumento,rango_de_inversion_monto_minimo,rango_de_inversion_monto_maximo,tipo_de_tasa,fecha_de_la_informacion
Sabadell,7.6400,7,27,DEPOSITO A PLAZO,500000000,9999999999,Fija,11/05/2018
Sabadell,7.6300,28,89,DEPOSITO A PLAZO,100000000,199999999,Fija,11/05/2018
Sabadell,7.6300,90,179,DEPOSITO A PLAZO,50000000,99999999,Fija,11/05/2018
Sabadell,7.6100,7,27,DEPOSITO A PLAZO,400000000,499999999,Fija,11/05/2018
Sabadell,7.6100,180,360,DEPOSITO A PLAZO,10000000,49999999,Fija,11/05/2018
Sabadell,7.6000,28,89,DEPOSITO A PLAZO,50000000,99999999,Fija,11/05/2018
Sabadell,7.5900,7,27,DEPOSITO A PLAZO,300000000,399999999,Fija,11/05/2018
Sabadell,7.5900,90,179,DEPOSITO A PLAZO,10000000,49999999,Fija,11/05/2018
Sabadell,7.5600,7,27,DEPOSITO A PLAZO,200000000,299999999,Fija,11/05/2018
Sabadell,7.5500,28,89,DEPOSITO A PLAZO,10000000,49999999,Fija,11/05/2018
Sabadell,7.5500,180,360,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Sabadell,7.5200,7,27,DEPOSITO A PLAZO,100000000,199999999,Fija,11/05/2018
Sabadell,7.5100,90,179,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Sabadell,7.4900,180,360,DEPOSITO A PLAZO,3000000,4999999,Fija,11/05/2018
Sabadell,7.4800,7,27,DEPOSITO A PLAZO,50000000,99999999,Fija,11/05/2018
Sabadell,7.4500,1,6,DEPOSITO A PLAZO,500000000,9999999999,Fija,11/05/2018
Sabadell,7.4500,90,179,DEPOSITO A PLAZO,3000000,4999999,Fija,11/05/2018
Sabadell,7.4300,7,27,DEPOSITO A PLAZO,10000000,49999999,Fija,11/05/2018
Sabadell,7.4300,28,89,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Sabadell,7.4200,1,6,DEPOSITO A PLAZO,400000000,499999999,Fija,11/05/2018
Sabadell,7.4100,180,360,DEPOSITO A PLAZO,500000,2999999,Fija,11/05/2018
Sabadell,7.3900,1,6,DEPOSITO A PLAZO,300000000,399999999,Fija,11/05/2018
Sabadell,7.3700,28,89,DEPOSITO A PLAZO,3000000,4999999,Fija,11/05/2018
Sabadell,7.3700,90,179,DEPOSITO A PLAZO,500000,2999999,Fija,11/05/2018
Sabadell,7.3600,1,6,DEPOSITO A PLAZO,200000000,299999999,Fija,11/05/2018
Sabadell,7.3300,180,360,DEPOSITO A PLAZO,10,499999,Fija,11/05/2018
Sabadell,7.3200,1,6,DEPOSITO A PLAZO,100000000,199999999,Fija,11/05/2018
Sabadell,7.2900,28,89,DEPOSITO A PLAZO,500000,2999999,Fija,11/05/2018
Sabadell,7.2900,90,179,DEPOSITO A PLAZO,10,499999,Fija,11/05/2018
Sabadell,7.2800,1,6,DEPOSITO A PLAZO,50000000,99999999,Fija,11/05/2018
Sabadell,7.2500,7,27,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Sabadell,7.2300,1,6,DEPOSITO A PLAZO,10000000,49999999,Fija,11/05/2018
Sabadell,7.2100,28,89,DEPOSITO A PLAZO,10,499999,Fija,11/05/2018
Sabadell,7.1900,7,27,DEPOSITO A PLAZO,3000000,4999999,Fija,11/05/2018
Sabadell,7.1100,7,27,DEPOSITO A PLAZO,500000,2999999,Fija,11/05/2018
Sabadell,7.0300,7,27,DEPOSITO A PLAZO,10,499999,Fija,11/05/2018
Sabadell,6.9800,1,6,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Sabadell,6.9200,1,6,DEPOSITO A PLAZO,3000000,4999999,Fija,11/05/2018
Sabadell,6.8400,1,6,DEPOSITO A PLAZO,500000,2999999,Fija,11/05/2018
Sabadell,6.7700,1,6,DEPOSITO A PLAZO,10,499999,Fija,11/05/2018
Santander,5.3000,360,365,DEPOSITO A PLAZO,2500000,999999999,Fija,11/05/2018
Santander,5.0000,190,365,DEPOSITO A PLAZO,15000,199999,Fija,11/05/2018
Santander,4.9000,360,365,DEPOSITO A PLAZO,1000000,2499999,Fija,11/05/2018
Santander,4.8300,90,179,DEPOSITO A PLAZO,500000,999999999,Fija,11/05/2018
Santander,4.7000,180,189,DEPOSITO A PLAZO,15000,199999,Fija,11/05/2018
Santander,4.5000,90,179,DEPOSITO A PLAZO,15000,499999,Fija,11/05/2018
Santander,4.4000,360,365,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Santander,4.3000,180,359,DEPOSITO A PLAZO,2500000,999999999,Fija,11/05/2018
Santander,3.9000,360,365,DEPOSITO A PLAZO,200000,499999,Fija,11/05/2018
Santander,3.3000,1,90,PAGARÉ,500000,999999999,Fija,11/05/2018
Santander,3.3000,180,359,DEPOSITO A PLAZO,1000000,2499999,Fija,11/05/2018
Santander,3.3000,180,365,PAGARÉ,2500000,999999999,Fija,11/05/2018
Santander,3.2000,180,365,PAGARÉ,1000000,2499999,Fija,11/05/2018
Santander,2.3000,180,359,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Santander,2.2000,180,365,PAGARÉ,500000,999999,Fija,11/05/2018
Santander,2.0300,1,90,PAGARÉ,200000,499999,Fija,11/05/2018
Santander,2.0300,1,365,PAGARÉ,100000,199999,Fija,11/05/2018
Santander,1.6800,1,365,PAGARÉ,5000,99999,Fija,11/05/2018
Santander,1.3000,180,359,DEPOSITO A PLAZO,200000,499999,Fija,11/05/2018
Santander,1.3000,180,365,PAGARÉ,200000,499999,Fija,11/05/2018
Santander,0.1500,60,89,DEPOSITO A PLAZO,15000,49999,Fija,11/05/2018
Santander,0.1500,7,365,PAGARÉ,1000,4999,Fija,11/05/2018
Santander,0.1500,60,365,DEPOSITO A PLAZO,1000,14999,Fija,11/05/2018
Scotiabank,7.5200,270,365,DEPOSITO A PLAZO,5000000,999999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 1.0000,11/05/2018
Scotiabank,7.5200,366,539,DEPOSITO A PLAZO,5000000,999999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 1.0000,11/05/2018
Scotiabank,7.5200,540,719,DEPOSITO A PLAZO,5000000,999999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 1.0000,11/05/2018
Scotiabank,7.5200,720,999,DEPOSITO A PLAZO,5000000,999999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 1.0000,11/05/2018
Scotiabank,7.1440,150,269,DEPOSITO A PLAZO,5000000,999999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.9500,11/05/2018
Scotiabank,7.1440,270,365,DEPOSITO A PLAZO,1000000,4999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.9500,11/05/2018
Scotiabank,7.1440,366,539,DEPOSITO A PLAZO,1000000,4999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.9500,11/05/2018
Scotiabank,7.1440,540,719,DEPOSITO A PLAZO,1000000,4999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.9500,11/05/2018
Scotiabank,7.1440,720,999,DEPOSITO A PLAZO,1000000,4999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.9500,11/05/2018
Scotiabank,6.9936,366,539,DEPOSITO A PLAZO,750000,999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.9300,11/05/2018
Scotiabank,6.9936,540,719,DEPOSITO A PLAZO,750000,999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.9300,11/05/2018
Scotiabank,6.9936,720,999,DEPOSITO A PLAZO,750000,999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.9300,11/05/2018
Scotiabank,6.7680,366,539,DEPOSITO A PLAZO,500000,749999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.9000,11/05/2018
Scotiabank,6.7680,540,719,DEPOSITO A PLAZO,500000,749999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.9000,11/05/2018
Scotiabank,6.7680,720,999,DEPOSITO A PLAZO,500000,749999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.9000,11/05/2018
Scotiabank,6.6176,270,365,DEPOSITO A PLAZO,750000,999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.8800,11/05/2018
Scotiabank,6.3920,90,149,DEPOSITO A PLAZO,5000000,999999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.8500,11/05/2018
Scotiabank,6.3920,150,269,DEPOSITO A PLAZO,1000000,4999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.8500,11/05/2018
Scotiabank,6.3920,270,365,DEPOSITO A PLAZO,500000,749999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.8500,11/05/2018
Scotiabank,6.3920,366,539,DEPOSITO A PLAZO,250000,499999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.8500,11/05/2018
Scotiabank,6.3920,540,719,DEPOSITO A PLAZO,250000,499999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.8500,11/05/2018
Scotiabank,6.3920,720,999,DEPOSITO A PLAZO,250000,499999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.8500,11/05/2018
Scotiabank,6.2416,150,269,DEPOSITO A PLAZO,750000,999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.8300,11/05/2018
Scotiabank,6.0160,90,149,DEPOSITO A PLAZO,1000000,4999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.8000,11/05/2018
Scotiabank,6.0160,150,269,DEPOSITO A PLAZO,500000,749999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.8000,11/05/2018
Scotiabank,6.0160,270,365,DEPOSITO A PLAZO,250000,499999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.8000,11/05/2018
Scotiabank,5.9500,720,999,DEPOSITO A PLAZO,1000000,999999999,Fija,11/05/2018
Scotiabank,5.9000,540,719,DEPOSITO A PLAZO,1000000,999999999,Fija,11/05/2018
Scotiabank,5.8656,90,149,DEPOSITO A PLAZO,750000,999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.7800,11/05/2018
Scotiabank,5.8500,366,539,DEPOSITO A PLAZO,1000000,999999999,Fija,11/05/2018
Scotiabank,5.6500,270,365,DEPOSITO A PLAZO,1000000,999999999,Fija,11/05/2018
Scotiabank,5.6400,90,149,DEPOSITO A PLAZO,500000,749999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.7500,11/05/2018
Scotiabank,5.6400,150,269,DEPOSITO A PLAZO,250000,499999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.7500,11/05/2018
Scotiabank,5.6400,366,539,DEPOSITO A PLAZO,100000,249999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.7500,11/05/2018
Scotiabank,5.6400,540,719,DEPOSITO A PLAZO,100000,249999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.7500,11/05/2018
Scotiabank,5.6400,720,999,DEPOSITO A PLAZO,100000,249999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.7500,11/05/2018
Scotiabank,5.5500,150,269,DEPOSITO A PLAZO,1000000,999999999,Fija,11/05/2018
Scotiabank,5.2640,90,149,DEPOSITO A PLAZO,250000,499999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.7000,11/05/2018
Scotiabank,5.2640,270,365,DEPOSITO A PLAZO,100000,249999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.7000,11/05/2018
Scotiabank,5.2500,90,149,DEPOSITO A PLAZO,1000000,999999999,Fija,11/05/2018
Scotiabank,5.0500,60,89,DEPOSITO A PLAZO,1000000,999999999,Fija,11/05/2018
Scotiabank,5.0500,720,999,DEPOSITO A PLAZO,750000,999999,Fija,11/05/2018
Scotiabank,5.0000,540,719,DEPOSITO A PLAZO,750000,999999,Fija,11/05/2018
Scotiabank,4.9500,366,539,DEPOSITO A PLAZO,750000,999999,Fija,11/05/2018
Scotiabank,4.8880,150,269,DEPOSITO A PLAZO,100000,249999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.6500,11/05/2018
Scotiabank,4.8880,366,539,DEPOSITO A PLAZO,50000,99999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.6500,11/05/2018
Scotiabank,4.8880,540,719,DEPOSITO A PLAZO,50000,99999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.6500,11/05/2018
Scotiabank,4.8880,720,999,DEPOSITO A PLAZO,50000,99999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.6500,11/05/2018
Scotiabank,4.8500,270,365,DEPOSITO A PLAZO,750000,999999,Fija,11/05/2018
Scotiabank,4.8000,370,370,PAGARÉ,1000000,999999999,Fija,11/05/2018
Scotiabank,4.7500,150,269,DEPOSITO A PLAZO,750000,999999,Fija,11/05/2018
Scotiabank,4.6500,90,149,DEPOSITO A PLAZO,750000,999999,Fija,11/05/2018
Scotiabank,4.6000,273,273,PAGARÉ,1000000,999999999,Fija,11/05/2018
Scotiabank,4.5500,60,89,DEPOSITO A PLAZO,750000,999999,Fija,11/05/2018
Scotiabank,4.5120,90,149,DEPOSITO A PLAZO,100000,249999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.6000,11/05/2018
Scotiabank,4.5120,270,365,DEPOSITO A PLAZO,50000,99999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.6000,11/05/2018
Scotiabank,4.5000,182,182,PAGARÉ,1000000,999999999,Fija,11/05/2018
Scotiabank,4.4000,720,999,DEPOSITO A PLAZO,500000,749999,Fija,11/05/2018
Scotiabank,4.3500,540,719,DEPOSITO A PLAZO,500000,749999,Fija,11/05/2018
Scotiabank,4.3000,366,539,DEPOSITO A PLAZO,500000,749999,Fija,11/05/2018
Scotiabank,4.2000,91,149,PAGARÉ,1000000,999999999,Fija,11/05/2018
Scotiabank,4.2000,150,154,PAGARÉ,1000000,999999999,Fija,11/05/2018
Scotiabank,4.2000,155,181,PAGARÉ,1000000,999999999,Fija,11/05/2018
Scotiabank,4.2000,270,365,DEPOSITO A PLAZO,500000,749999,Fija,11/05/2018
Scotiabank,4.1360,150,269,DEPOSITO A PLAZO,50000,99999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.5500,11/05/2018
Scotiabank,4.1000,90,149,DEPOSITO A PLAZO,500000,749999,Fija,11/05/2018
Scotiabank,4.1000,150,269,DEPOSITO A PLAZO,500000,749999,Fija,11/05/2018
Scotiabank,4.1000,720,999,DEPOSITO A PLAZO,200000,499999,Fija,11/05/2018
Scotiabank,4.0500,540,719,DEPOSITO A PLAZO,200000,499999,Fija,11/05/2018
Scotiabank,4.0000,36,59,PAGARÉ,1000000,999999999,Fija,11/05/2018
Scotiabank,4.0000,60,63,PAGARÉ,1000000,999999999,Fija,11/05/2018
Scotiabank,4.0000,60,89,DEPOSITO A PLAZO,500000,749999,Fija,11/05/2018
Scotiabank,4.0000,64,90,PAGARÉ,1000000,999999999,Fija,11/05/2018
Scotiabank,4.0000,366,539,DEPOSITO A PLAZO,200000,499999,Fija,11/05/2018
Scotiabank,3.9000,370,370,PAGARÉ,750000,999999,Fija,11/05/2018
Scotiabank,3.8000,273,273,PAGARÉ,750000,999999,Fija,11/05/2018
Scotiabank,3.8000,270,365,DEPOSITO A PLAZO,200000,499999,Fija,11/05/2018
Scotiabank,3.8000,720,999,DEPOSITO A PLAZO,100000,199999,Fija,11/05/2018
Scotiabank,3.7600,90,149,DEPOSITO A PLAZO,50000,99999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) POR 0.5000,11/05/2018
Scotiabank,3.7500,540,719,DEPOSITO A PLAZO,100000,199999,Fija,11/05/2018
Scotiabank,3.7000,182,182,PAGARÉ,750000,999999,Fija,11/05/2018
Scotiabank,3.7000,366,539,DEPOSITO A PLAZO,100000,199999,Fija,11/05/2018
Scotiabank,3.6000,28,34,PAGARÉ,1000000,999999999,Fija,11/05/2018
Scotiabank,3.6000,35,35,PAGARÉ,1000000,999999999,Fija,11/05/2018
Scotiabank,3.6000,91,149,PAGARÉ,750000,999999,Fija,11/05/2018
Scotiabank,3.6000,150,154,PAGARÉ,750000,999999,Fija,11/05/2018
Scotiabank,3.6000,155,181,PAGARÉ,750000,999999,Fija,11/05/2018
Scotiabank,3.5000,36,59,PAGARÉ,750000,999999,Fija,11/05/2018
Scotiabank,3.5000,60,63,PAGARÉ,750000,999999,Fija,11/05/2018
Scotiabank,3.5000,64,90,PAGARÉ,750000,999999,Fija,11/05/2018
Scotiabank,3.5000,150,269,DEPOSITO A PLAZO,200000,499999,Fija,11/05/2018
Scotiabank,3.5000,270,365,DEPOSITO A PLAZO,100000,199999,Fija,11/05/2018
Scotiabank,3.4000,720,999,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Scotiabank,3.3500,540,719,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Scotiabank,3.3000,90,149,DEPOSITO A PLAZO,200000,499999,Fija,11/05/2018
Scotiabank,3.3000,370,370,PAGARÉ,500000,749999,Fija,11/05/2018
Scotiabank,3.3000,366,539,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Scotiabank,3.2000,60,89,DEPOSITO A PLAZO,200000,499999,Fija,11/05/2018
Scotiabank,3.2000,273,273,PAGARÉ,500000,749999,Fija,11/05/2018
Scotiabank,3.1000,91,149,PAGARÉ,500000,749999,Fija,11/05/2018
Scotiabank,3.1000,150,154,PAGARÉ,500000,749999,Fija,11/05/2018
Scotiabank,3.1000,155,181,PAGARÉ,500000,749999,Fija,11/05/2018
Scotiabank,3.1000,182,182,PAGARÉ,500000,749999,Fija,11/05/2018
Scotiabank,3.1000,150,269,DEPOSITO A PLAZO,100000,199999,Fija,11/05/2018
Scotiabank,3.0000,28,34,PAGARÉ,750000,999999,Fija,11/05/2018
Scotiabank,3.0000,35,35,PAGARÉ,750000,999999,Fija,11/05/2018
Scotiabank,3.0000,36,59,PAGARÉ,500000,749999,Fija,11/05/2018
Scotiabank,3.0000,60,63,PAGARÉ,500000,749999,Fija,11/05/2018
Scotiabank,3.0000,64,90,PAGARÉ,500000,749999,Fija,11/05/2018
Scotiabank,3.0000,90,149,DEPOSITO A PLAZO,100000,199999,Fija,11/05/2018
Scotiabank,3.0000,270,365,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Scotiabank,3.0000,370,370,PAGARÉ,200000,499999,Fija,11/05/2018
Scotiabank,2.9000,60,89,DEPOSITO A PLAZO,100000,199999,Fija,11/05/2018
Scotiabank,2.8000,14,14,PAGARÉ,1000000,999999999,Fija,11/05/2018
Scotiabank,2.8000,21,21,PAGARÉ,1000000,999999999,Fija,11/05/2018
Scotiabank,2.8000,22,27,PAGARÉ,1000000,999999999,Fija,11/05/2018
Scotiabank,2.8000,273,273,PAGARÉ,200000,499999,Fija,11/05/2018
Scotiabank,2.7000,370,370,PAGARÉ,100000,199999,Fija,11/05/2018
Scotiabank,2.6000,7,7,PAGARÉ,1000000,999999999,Fija,11/05/2018
Scotiabank,2.5000,14,14,PAGARÉ,750000,999999,Fija,11/05/2018
Scotiabank,2.5000,21,21,PAGARÉ,750000,999999,Fija,11/05/2018
Scotiabank,2.5000,22,27,PAGARÉ,750000,999999,Fija,11/05/2018
Scotiabank,2.5000,28,34,PAGARÉ,500000,749999,Fija,11/05/2018
Scotiabank,2.5000,35,35,PAGARÉ,500000,749999,Fija,11/05/2018
Scotiabank,2.5000,182,182,PAGARÉ,200000,499999,Fija,11/05/2018
Scotiabank,2.5000,150,269,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Scotiabank,2.5000,273,273,PAGARÉ,100000,199999,Fija,11/05/2018
Scotiabank,2.4000,1,6,PAGARÉ,1000000,999999999,Fija,11/05/2018
Scotiabank,2.4000,7,7,PAGARÉ,750000,999999,Fija,11/05/2018
Scotiabank,2.3000,91,149,PAGARÉ,200000,499999,Fija,11/05/2018
Scotiabank,2.3000,150,154,PAGARÉ,200000,499999,Fija,11/05/2018
Scotiabank,2.3000,155,181,PAGARÉ,200000,499999,Fija,11/05/2018
Scotiabank,2.3000,370,370,PAGARÉ,25000,49999,Fija,11/05/2018
Scotiabank,2.3000,370,370,PAGARÉ,50000,99999,Fija,11/05/2018
Scotiabank,2.2000,1,6,PAGARÉ,750000,999999,Fija,11/05/2018
Scotiabank,2.2000,14,14,PAGARÉ,500000,749999,Fija,11/05/2018
Scotiabank,2.2000,21,21,PAGARÉ,500000,749999,Fija,11/05/2018
Scotiabank,2.2000,22,27,PAGARÉ,500000,749999,Fija,11/05/2018
Scotiabank,2.2000,36,59,PAGARÉ,200000,499999,Fija,11/05/2018
Scotiabank,2.2000,60,63,PAGARÉ,200000,499999,Fija,11/05/2018
Scotiabank,2.2000,64,90,PAGARÉ,200000,499999,Fija,11/05/2018
Scotiabank,2.1500,90,149,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Scotiabank,2.1000,7,7,PAGARÉ,500000,749999,Fija,11/05/2018
Scotiabank,2.1000,28,34,PAGARÉ,200000,499999,Fija,11/05/2018
Scotiabank,2.1000,35,35,PAGARÉ,200000,499999,Fija,11/05/2018
Scotiabank,2.1000,182,182,PAGARÉ,100000,199999,Fija,11/05/2018
Scotiabank,2.0000,1,6,PAGARÉ,500000,749999,Fija,11/05/2018
Scotiabank,2.0000,60,89,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Scotiabank,2.0000,91,149,PAGARÉ,100000,199999,Fija,11/05/2018
Scotiabank,2.0000,150,154,PAGARÉ,100000,199999,Fija,11/05/2018
Scotiabank,2.0000,155,181,PAGARÉ,100000,199999,Fija,11/05/2018
Scotiabank,2.0000,273,273,PAGARÉ,25000,49999,Fija,11/05/2018
Scotiabank,2.0000,273,273,PAGARÉ,50000,99999,Fija,11/05/2018
Scotiabank,1.9000,14,14,PAGARÉ,200000,499999,Fija,11/05/2018
Scotiabank,1.9000,21,21,PAGARÉ,200000,499999,Fija,11/05/2018
Scotiabank,1.9000,22,27,PAGARÉ,200000,499999,Fija,11/05/2018
Scotiabank,1.9000,36,59,PAGARÉ,100000,199999,Fija,11/05/2018
Scotiabank,1.9000,60,63,PAGARÉ,100000,199999,Fija,11/05/2018
Scotiabank,1.9000,64,90,PAGARÉ,100000,199999,Fija,11/05/2018
Scotiabank,1.8000,7,7,PAGARÉ,200000,499999,Fija,11/05/2018
Scotiabank,1.8000,28,34,PAGARÉ,100000,199999,Fija,11/05/2018
Scotiabank,1.8000,35,35,PAGARÉ,100000,199999,Fija,11/05/2018
Scotiabank,1.6000,14,14,PAGARÉ,100000,199999,Fija,11/05/2018
Scotiabank,1.6000,21,21,PAGARÉ,100000,199999,Fija,11/05/2018
Scotiabank,1.6000,22,27,PAGARÉ,100000,199999,Fija,11/05/2018
Scotiabank,1.5000,1,6,PAGARÉ,200000,499999,Fija,11/05/2018
Scotiabank,1.5000,7,7,PAGARÉ,100000,199999,Fija,11/05/2018
Scotiabank,1.5000,182,182,PAGARÉ,25000,49999,Fija,11/05/2018
Scotiabank,1.5000,182,182,PAGARÉ,50000,99999,Fija,11/05/2018
Scotiabank,1.3500,370,370,PAGARÉ,1000,4999,Fija,11/05/2018
Scotiabank,1.3500,370,370,PAGARÉ,5000,24999,Fija,11/05/2018
Scotiabank,1.1500,91,149,PAGARÉ,25000,49999,Fija,11/05/2018
Scotiabank,1.1500,91,149,PAGARÉ,50000,99999,Fija,11/05/2018
Scotiabank,1.1500,150,154,PAGARÉ,25000,49999,Fija,11/05/2018
Scotiabank,1.1500,150,154,PAGARÉ,50000,99999,Fija,11/05/2018
Scotiabank,1.1500,155,181,PAGARÉ,25000,49999,Fija,11/05/2018
Scotiabank,1.1500,155,181,PAGARÉ,50000,99999,Fija,11/05/2018
Scotiabank,1.0000,1,6,PAGARÉ,100000,199999,Fija,11/05/2018
Scotiabank,1.0000,36,59,PAGARÉ,25000,49999,Fija,11/05/2018
Scotiabank,1.0000,36,59,PAGARÉ,50000,99999,Fija,11/05/2018
Scotiabank,1.0000,60,63,PAGARÉ,25000,49999,Fija,11/05/2018
Scotiabank,1.0000,60,63,PAGARÉ,50000,99999,Fija,11/05/2018
Scotiabank,1.0000,64,90,PAGARÉ,25000,49999,Fija,11/05/2018
Scotiabank,1.0000,64,90,PAGARÉ,50000,99999,Fija,11/05/2018
Scotiabank,1.0000,273,273,PAGARÉ,1000,4999,Fija,11/05/2018
Scotiabank,1.0000,273,273,PAGARÉ,5000,24999,Fija,11/05/2018
Scotiabank,0.9500,28,34,PAGARÉ,25000,49999,Fija,11/05/2018
Scotiabank,0.9500,28,34,PAGARÉ,50000,99999,Fija,11/05/2018
Scotiabank,0.9500,35,35,PAGARÉ,25000,49999,Fija,11/05/2018
Scotiabank,0.9500,35,35,PAGARÉ,50000,99999,Fija,11/05/2018
Scotiabank,0.9500,182,182,PAGARÉ,1000,4999,Fija,11/05/2018
Scotiabank,0.9500,182,182,PAGARÉ,5000,24999,Fija,11/05/2018
Scotiabank,0.9000,91,149,PAGARÉ,1000,4999,Fija,11/05/2018
Scotiabank,0.9000,91,149,PAGARÉ,5000,24999,Fija,11/05/2018
Scotiabank,0.9000,150,154,PAGARÉ,1000,4999,Fija,11/05/2018
Scotiabank,0.9000,150,154,PAGARÉ,5000,24999,Fija,11/05/2018
Scotiabank,0.9000,155,181,PAGARÉ,1000,4999,Fija,11/05/2018
Scotiabank,0.9000,155,181,PAGARÉ,5000,24999,Fija,11/05/2018
Scotiabank,0.8500,36,59,PAGARÉ,1000,4999,Fija,11/05/2018
Scotiabank,0.8500,36,59,PAGARÉ,5000,24999,Fija,11/05/2018
Scotiabank,0.8500,60,63,PAGARÉ,1000,4999,Fija,11/05/2018
Scotiabank,0.8500,60,63,PAGARÉ,5000,24999,Fija,11/05/2018
Scotiabank,0.8500,64,90,PAGARÉ,1000,4999,Fija,11/05/2018
Scotiabank,0.8500,64,90,PAGARÉ,5000,24999,Fija,11/05/2018
Scotiabank,0.8000,28,34,PAGARÉ,1000,4999,Fija,11/05/2018
Scotiabank,0.8000,28,34,PAGARÉ,5000,24999,Fija,11/05/2018
Scotiabank,0.8000,35,35,PAGARÉ,1000,4999,Fija,11/05/2018
